
Date,Name,Tags,URL,Description
2020-10-31,Renoir,,https://boxd.it/95vI6,

Position,Name,Year,URL,Description
1,The Rules of the Game,1939,https://boxd.it/29Es,
2,Grand Illusion,1937,https://boxd.it/29Ei,
3,A Day in the Country,1946,https://boxd.it/Tm6,
4,La Bête Humaine,1938,https://boxd.it/1nxI,
5,La Chienne,1931,https://boxd.it/1tx0,
6,French Cancan,1955,https://boxd.it/Q4y,
7,Boudu Saved from Drowning,1932,https://boxd.it/IDg,
8,The Crime of Monsieur Lange,1936,https://boxd.it/yo6,
9,The Golden Coach,1952,https://boxd.it/pMe,
10,The River,1951,https://boxd.it/Q3K,
11,Toni,1935,https://boxd.it/Aby,
12,The Lower Depths,1936,https://boxd.it/OFs,
13,Picnic on the Grass,1959,https://boxd.it/VhM,
14,The Southerner,1945,https://boxd.it/Q3A,
15,The Doctor's Horrible Experiment,1959,https://boxd.it/25UG,
16,La Marseillaise,1938,https://boxd.it/Trq,
17,The Diary of a Chambermaid,1946,https://boxd.it/Q4I,
